Initial number,Requirement,Context (Keywords),Name of Doc,Sec / Not Sec,Labeled by,Comments,
802,"FTSS shall (3.3.5.34) provide an API call which allows the application to notify FTSS that an FCP, ICP, or NE is intentionally being powered down.","Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
793,FTSS shall (3.3.5.35) notify the applications that memory re-alignment and re-integration of an FCP is going to occur in 1 second.,"Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
794,FTSS shall (3.3.5.36) wait for the ICP to signal that it has completed initialization before suspending the application for memory re-alignment.,"Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
803,FTSS shall (3.3.5.37) provide an API call which allows the application to take an FCR out of the permanently failed state and place it back in the initial recovery state.,"Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
578,FTSS shall [SRS160] use the VxWorks Operating System version 5.4.,Computer Software Requirements,nasa x38.doc,0,Кирилл,,
553,FTSS shall [SRS200] initialize congruent initialized memory locations from non-volatile memory.,Memory Management Services,nasa x38.doc,0,Кирилл,,
585,FTSS shall [SRS225] provide an API call to allow applications to send a status message to FDIR running on the FCP.,Other Requirements,nasa x38.doc,0,Кирилл,,
586,"FTSS shall [SRS226] provide ""immediate"" message passing services in the form of ""pipes"".",Other Requirements,nasa x38.doc,0,Кирилл,,
588,FTSS shall [SRS227] route messages to the proper virtual group(s) and socket.,Other Requirements,nasa x38.doc,0,Кирилл,,
591,"FTSS shall [SRS230] only allow a single task residing on each specified virtual group to ""open"" the respective end of the pipe.",Other Requirements,nasa x38.doc,0,Кирилл,,
572,"FTSS shall [SRS249] provide an API call which closes and deletes all rate groups, deletes all communication mechanisms (including any internal to FTSS), and then deletes all tasks.",Command Read Requirements,nasa x38.doc,0,Кирилл,,
581,"FTSS shall [SRS253] be compiled, linked and downloaded using Tornado 2 for the NT environment prior to delivery, for all engineering and formal releases.",Computer Software Requirements,nasa x38.doc,0,Кирилл,,
443,FTSS shall [SRS255] mask out a babbling NE or ICP within 40 milliseconds after it is detected.,Memory Management Services,nasa x38.doc,0,Кирилл,,
481,"FTSS shall [SRS290], in ICP and FCP IBIT failure cases that allow processing to continue, after saving the results of IBIT for reporting to the application, in the first minor frame after Startup or recovery, consider the FCR to be failed, and start performing recovery actions for the FCR.",Memory Management Services,nasa x38.doc,0,Кирилл,,
584,FTSS shall [SRS303] provide an API call to allow the ICP application to determine on which channel it resides.,Other Requirements,nasa x38.doc,0,Кирилл,,
570,FTSS shall [SRS304] provide status data to the application about each FCC-MPCC RS-422 link to the CTC used for command data.,Command Read Requirements,nasa x38.doc,0,Кирилл,,
365,FTSS will wait until the normal ICP presence test fails.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
5133,Fulfilment Notification is sent by the Despatch Point (Seller) to inform the Delivery Point (Buyer) that goods have been despatched or delivered or that a service has been performed.  ,Documents,2004 - e-procurement.rtf,0,Вячеслав,,
3253,Functional requirements of this feature are exactly the same as the ones of System Feature 1.,Functional Requirements,peazip.pdf,0,Кирилл,,
5676,Further requirements gathering is needed to get real-world estimates of such data storage needs.,Hardware requirements,stewards.pdf,0,Василий,,
5678,"Further, secure, off-site storage will be performed on a weekly basis with 24-hour retrieval times.",Hardware requirements,stewards.pdf,1,Василий,,
163,"Furthermore, Customer profiles will also include payment information, such as the ability to store credit card information, and address information.",Functional Requirements,gamma j.pdf,0,Кирилл,,
3598,"Furthermore, the system can check for updates whenever is requested by the user, or automatically when opening the application.",Performance Requirements,split merge.pdf,0,Кирилл,,
5745,Gate activation and signal loss due to window cutoff must be taken into account.,Epoch Parameters module,gaia.pdf,0,Василий,,
1164,"Gear and generator could, for instance, be separate objects.",Naming Convention,elsfork.pdf,0,Кирилл,,
45,General guidance on achieving self-descriptiveness is given in ISO 9241-110.,Usability,cctns.pdf,0,Кирилл,,
3907,"General Public Access: Allows restriction to access by the general public, based on licensing terms, time period (embargo periods), location (IP range restrictions), restricted workstation access as well as other possible legal restrictions.",Access,nlm.doc,1,Кирилл,,
5378,"Generate monthly reports for Board Packet that shows the difference in quantities permitted every month for specified geographic areas (i.e., counties, MIA, etc.).",Functional Requirements,water use.pdf,0,Василий,,
3805,Generates a result set.,Data Management,nlm.doc,0,Кирилл,,
3763,Generates AIPs for Repository Storage by transforming SIPs to conform to repository’s data formatting standards.,Ingest,nlm.doc,0,Кирилл,,
3787,"Generates confirmation, statistical and error reports for the AIP process.",Archival Storage,nlm.doc,0,Кирилл,,
3864,Generates dissemination requests to Access if needed data are available.,Administration,nlm.doc,0,Кирилл,,
3865,"Generates orders on a periodic basis (e.g., to update a database).",Administration,nlm.doc,0,Кирилл,,
3760,Generates statistical and error reports.,Ingest,nlm.doc,0,Кирилл,,
3949,Generation function accepts a dissemination request.,Access,nlm.doc,0,Кирилл,,
3951,Generation function creates and sends a report request to Data Management to obtain appropriate metadata.,Access,nlm.doc,0,Кирилл,,
3950,Generation function retrieves the AIP from Archival Storage and moves a copy of the data to a staging area for further processing,Access,nlm.doc,0,Кирилл,,
3349,Generation of a hard copy for providing regulatory returns for Cod and Hake effort reporting.,Capture Functions,fishing.pdf,0,Кирилл,,
3348,Generation of a hard copy logsheet or landing declaration to act as a transport or takeover document.,Capture Functions,fishing.pdf,0,Кирилл,,
3347,"Generation of hard copies of the Electronic Logbook required when fishing in 3rd country or Regional Fisheries waters, e.g. NAFO, Faroese and Norwegian waters.",Capture Functions,fishing.pdf,0,Кирилл,,
